Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
5829,3,1,1,7187,14781,122000,180,0,175000,0,0
5830,5,0,0,8518,4759,89000,120,1,315000,1,0
5831,2,0,0,6523,2586,119000,180,0,111000,0,0
5832,4,1,1,1573,11588,20000,60,0,372000,1,0
5833,4,0,1,16596,7445,9000,120,0,317000,1,0
5834,0,0,0,8419,11853,123000,60,0,140000,2,1
5835,4,1,1,19090,10079,88000,240,1,118000,1,1
5836,3,0,0,2030,2169,68000,240,0,281000,2,0
5837,1,0,0,3535,1439,135000,180,1,191000,2,1
5838,2,0,1,12674,1091,60000,240,0,222000,0,0
5839,3,0,1,17643,1762,97000,120,1,8000,2,1
5840,4,0,0,5549,2799,87000,120,1,68000,0,0
5841,5,0,1,18708,16816,73000,120,0,318000,0,0
5842,5,1,1,2197,10623,31000,180,1,381000,1,1
5843,0,0,0,1478,6499,139000,60,1,296000,2,1
5844,5,1,0,3672,16262,82000,120,0,88000,2,0
5845,4,0,1,14676,11700,24000,120,0,204000,2,0
5846,2,1,0,1011,18461,135000,60,1,353000,1,1
5847,1,0,0,12199,10326,2000,60,1,498000,2,1
5848,3,0,0,13575,10388,48000,240,0,391000,2,0
5849,1,1,1,7782,19111,50000,120,1,494000,2,1
5850,2,1,1,8824,1802,96000,60,0,52000,0,1
5851,4,0,1,4694,6915,9000,60,1,62000,0,0
5852,3,1,0,14392,608,10000,120,0,109000,0,0
5853,0,0,0,16483,5979,66000,180,1,254000,1,1
5854,4,0,1,11716,11754,101000,240,1,110000,1,1
5855,0,0,0,11583,19589,76000,60,1,171000,2,1
5856,1,0,0,5484,5767,89000,120,1,119000,2,1
5857,2,1,1,11466,3253,143000,240,0,138000,0,1
5858,3,1,0,6296,8083,62000,180,0,440000,2,0
5859,4,0,0,7475,14444,27000,180,0,478000,1,0
5860,3,1,0,19880,11195,30000,180,0,197000,2,0
5861,5,0,1,9405,5872,71000,60,0,127000,1,0
5862,3,0,1,732,11056,137000,240,1,469000,0,0
5863,3,1,1,18213,10556,28000,60,1,256000,0,1
5864,3,1,1,7349,12702,129000,120,0,69000,2,1
5865,5,0,1,18499,14904,61000,60,1,498000,0,0
5866,1,0,0,1563,6527,91000,180,1,56000,1,1
5867,2,1,1,13326,14060,147000,120,1,135000,2,1
5868,4,1,0,4960,4459,9000,120,1,22000,2,1
5869,4,0,1,11492,16336,99000,120,1,419000,2,1
5870,4,0,0,6309,9363,7000,240,1,145000,1,0
5871,3,1,0,6858,5479,144000,120,1,370000,1,1
5872,5,0,0,8347,110,30000,240,0,382000,0,0
5873,0,0,1,15568,9709,136000,60,1,333000,2,1
5874,4,0,0,16780,11186,33000,180,1,211000,1,0
5875,3,0,1,152,13070,105000,180,1,336000,2,1
5876,1,0,0,3227,8839,143000,180,0,48000,2,1
5877,2,0,0,6328,15096,128000,180,0,324000,0,0
5878,2,0,0,5416,3064,113000,60,1,116000,2,1
5879,4,1,0,8734,10035,108000,60,0,193000,0,0
5880,3,1,0,12088,11915,62000,180,1,466000,0,0
5881,4,1,0,5875,9936,98000,180,0,351000,0,0
5882,4,0,1,18483,11443,84000,240,0,365000,1,0
5883,0,0,0,11586,8832,28000,240,1,301000,1,1
5884,2,0,0,1135,14179,17000,120,0,284000,2,1
5885,2,1,0,17754,4198,34000,120,1,342000,0,1
5886,5,1,0,16142,12421,92000,60,0,221000,1,0
5887,3,0,1,4530,1038,122000,240,1,415000,1,1
5888,1,0,1,7939,12619,12000,240,1,284000,2,1
5889,0,0,0,461,1567,140000,180,1,156000,1,0
5890,3,0,1,18298,5253,85000,240,0,467000,1,0
5891,5,1,1,6621,10927,147000,60,1,187000,0,1
5892,2,0,1,9336,4980,98000,240,0,460000,0,0
5893,5,0,1,10572,19414,42000,60,0,30000,1,0
5894,2,0,0,95,3742,137000,180,1,97000,0,0
5895,2,0,0,10648,12453,138000,120,1,320000,1,1
5896,0,0,0,6199,2690,101000,240,0,451000,1,0
5897,0,0,0,6142,12631,112000,60,1,267000,2,1
5898,5,0,0,11497,5166,11000,60,0,42000,1,0
5899,0,0,0,12634,5480,135000,180,0,264000,2,1
5900,4,0,1,12301,15343,48000,240,0,236000,2,0
5901,0,0,1,16334,16261,70000,120,1,142000,2,1
5902,2,1,1,2662,8168,27000,60,0,124000,0,1
5903,4,0,0,1153,4804,77000,60,0,127000,0,0
5904,5,1,1,43,9670,77000,180,1,293000,0,1
5905,2,1,1,232,10293,106000,120,1,288000,0,1
5906,0,1,1,15562,6034,112000,240,1,99000,1,1
5907,1,0,1,7787,13496,84000,60,0,427000,1,1
5908,0,1,1,8584,14985,41000,180,1,221000,0,1
5909,2,0,0,4673,4944,66000,180,0,215000,2,1
5910,2,0,1,939,11080,25000,60,0,372000,1,1
5911,0,1,1,10173,18424,14000,120,0,35000,0,1
5912,2,1,1,17306,8651,144000,120,0,55000,0,1
5913,4,0,0,11244,11957,59000,120,0,159000,1,0
5914,4,0,1,5349,8888,96000,180,1,307000,0,0
5915,3,0,1,12351,7948,140000,120,1,111000,2,1
5916,0,1,1,11521,11415,70000,120,0,149000,2,1
5917,5,1,0,5702,5300,140000,120,1,136000,1,1
5918,5,0,0,11222,5348,72000,180,1,186000,1,0
5919,0,0,0,1533,6703,113000,180,0,405000,0,0
5920,1,1,0,16893,8295,43000,240,1,345000,0,1
5921,4,0,0,13611,2357,23000,240,1,103000,1,0
5922,3,1,1,18883,3556,121000,120,1,83000,1,1
5923,5,1,0,5576,3184,137000,180,0,264000,1,0
5924,2,1,0,9490,4878,130000,180,1,124000,0,1
5925,2,1,0,15806,18351,67000,240,0,237000,1,1
5926,4,0,1,4178,11808,99000,60,0,254000,0,0
5927,4,0,0,9011,5493,75000,180,0,8000,0,0
5928,4,1,1,2251,7471,79000,60,0,386000,0,0
5929,1,0,0,6694,10193,106000,120,1,99000,2,1
5930,0,0,1,8685,14234,74000,60,0,196000,1,1
5931,4,1,0,18711,9875,56000,240,0,135000,2,0
5932,5,1,0,1076,5443,127000,60,1,67000,2,0
5933,1,0,0,1739,17405,57000,240,1,497000,1,1
5934,2,0,0,8934,1442,11000,120,1,430000,1,1
5935,1,1,1,4272,19127,113000,240,1,195000,2,1
5936,1,0,1,14398,12343,118000,60,1,149000,1,1
5937,0,1,1,3965,8616,57000,240,1,369000,2,1
5938,5,0,0,11405,16576,39000,180,1,51000,2,1
5939,1,1,0,2941,6561,138000,60,1,413000,2,1
5940,1,1,0,863,5803,146000,180,0,427000,2,1
5941,5,0,0,3021,12379,60000,120,0,421000,1,0
5942,1,0,0,18876,14158,41000,60,0,406000,0,0
5943,2,0,0,2660,8132,132000,120,0,456000,0,0
5944,1,0,1,1552,7477,66000,240,1,216000,2,1
5945,5,0,1,946,2933,137000,180,0,87000,1,0
5946,3,0,1,19148,14331,33000,240,1,366000,1,1
5947,5,0,0,2411,9063,70000,60,1,12000,2,1
5948,0,1,1,10765,11132,54000,180,0,234000,2,1
5949,2,0,0,4966,6438,36000,240,1,394000,2,1
5950,4,1,1,14045,15433,121000,120,1,464000,0,1
5951,3,1,0,1760,11398,109000,240,1,19000,0,0
5952,3,0,1,3224,9085,82000,120,0,112000,1,0
5953,1,0,1,12070,16629,108000,240,1,88000,2,1
5954,5,0,0,16338,5360,50000,240,0,220000,2,0
5955,2,0,0,3858,5425,137000,180,1,440000,1,1
5956,5,1,1,9655,15721,124000,120,1,433000,1,1
5957,1,1,0,8309,14780,91000,120,0,251000,1,1
5958,4,0,0,19698,15097,135000,180,1,380000,1,0
5959,3,0,1,2102,17740,56000,180,1,175000,2,1
5960,1,0,0,3249,3813,106000,60,0,358000,1,0
5961,2,0,0,12634,13543,53000,180,1,86000,0,1
5962,4,0,1,18280,3811,106000,180,1,396000,1,1
5963,2,0,1,7940,7470,26000,180,0,426000,0,0
5964,3,1,0,2997,1769,73000,120,1,203000,0,0
5965,3,0,0,541,19576,36000,60,1,394000,1,0
5966,2,1,1,10404,2274,132000,240,1,248000,1,1
5967,3,0,0,14647,9763,50000,120,0,179000,2,0
5968,3,1,0,17715,5378,92000,240,0,415000,1,0
5969,1,0,0,3342,18342,95000,240,1,150000,0,1
5970,0,1,1,8024,6139,15000,120,1,461000,2,1
5971,4,0,1,560,7433,33000,180,0,219000,2,0
5972,0,1,1,10337,16016,110000,120,1,371000,1,1
5973,1,1,0,5534,4921,5000,240,1,138000,1,1
5974,3,1,0,1371,329,80000,60,0,349000,1,0
5975,2,1,0,10419,15414,90000,240,0,236000,1,1
5976,5,0,0,759,7816,127000,180,0,359000,0,0
5977,3,1,1,6724,4240,103000,240,0,185000,1,0
5978,4,1,1,7690,13275,46000,240,0,414000,0,0
5979,3,0,0,8040,9521,96000,120,1,408000,2,1
5980,5,1,1,467,8530,49000,240,1,457000,0,1
5981,4,0,1,3802,10075,22000,180,0,256000,2,0
5982,5,1,0,16386,18419,119000,60,0,399000,2,0
5983,0,1,1,11836,17397,100000,240,0,17000,1,1
5984,5,0,0,14198,5964,24000,180,1,205000,2,1
5985,0,0,0,605,705,64000,180,1,144000,2,1
5986,3,0,1,15335,16649,69000,60,0,463000,2,0
5987,0,0,1,4605,8241,22000,240,0,367000,1,1
5988,1,0,0,15525,7654,73000,240,0,283000,1,0
5989,5,0,1,432,4411,145000,240,1,423000,2,1
5990,0,0,1,9760,9830,24000,120,0,299000,2,1
5991,1,0,0,7874,6411,88000,120,1,61000,1,1
5992,0,1,1,554,17636,11000,180,0,4000,1,1
5993,4,1,1,11130,12247,34000,60,1,204000,1,1
5994,3,1,0,9049,7594,42000,60,1,205000,0,0
5995,4,0,0,2017,3800,50000,120,1,229000,0,0
5996,5,1,1,9552,7712,141000,180,0,253000,0,0
5997,2,0,0,9187,6199,18000,240,0,435000,2,1
5998,1,1,0,1504,1830,63000,60,1,348000,0,1
5999,2,0,0,8790,1637,106000,120,1,493000,2,1
6000,3,0,1,5450,2405,120000,120,0,402000,2,0
6001,4,0,1,16859,9519,78000,240,1,318000,2,1
6002,0,1,1,18280,16131,33000,240,1,337000,0,1
6003,2,1,1,4739,14897,133000,240,1,384000,0,1
6004,3,1,0,5356,9493,5000,240,0,372000,2,0
6005,2,0,0,7220,6474,38000,120,1,143000,2,1
6006,0,1,1,12489,6777,10000,180,1,413000,2,1
6007,2,0,1,14059,5681,68000,60,1,308000,0,1
6008,0,1,0,14481,16548,30000,180,0,311000,0,0
6009,5,1,1,5634,13638,9000,240,0,355000,2,1
6010,4,0,0,15166,376,35000,120,1,172000,1,0
6011,3,1,1,17429,8587,94000,180,1,320000,0,1
6012,2,1,0,18612,7962,91000,240,0,350000,0,0
6013,1,1,1,1314,7827,133000,240,0,280000,0,1
6014,2,0,0,8101,6435,66000,60,1,183000,1,1
6015,5,0,0,3695,5051,79000,240,0,309000,2,0
6016,3,1,1,6230,2453,136000,60,0,162000,0,0
6017,3,0,0,11440,5592,69000,60,1,116000,1,0
6018,1,1,1,4162,12559,56000,240,0,279000,1,1
6019,4,0,0,14569,11377,94000,180,0,277000,2,0
6020,3,1,1,16414,12740,56000,60,0,151000,2,1
6021,4,1,0,912,12110,9000,180,0,260000,2,0
6022,5,1,0,8317,8617,41000,180,0,184000,2,0
6023,0,0,1,9589,5104,87000,120,1,22000,2,1
6024,3,1,1,1908,5709,72500,180,1,307000,0,1
6025,0,0,1,198,12259,58000,180,1,46000,2,1
6026,0,1,1,6144,1198,113000,60,0,303000,0,1
6027,0,1,0,10094,6321,79000,60,1,301000,2,1
6028,4,1,0,19686,3048,89000,240,0,208000,2,0
6029,1,1,1,2206,9848,59000,60,1,67000,0,1
6030,0,1,1,18586,432,125000,180,1,381000,2,1
6031,2,0,1,6830,16062,80000,240,1,244000,1,1
6032,4,0,1,2211,674,58000,240,1,342000,1,1
6033,4,1,1,6629,8580,31000,240,1,178000,2,1
6034,3,1,1,11423,9880,128000,180,0,337000,1,0
6035,3,0,0,10422,11352,69000,60,1,100000,1,0
6036,2,1,1,8963,13724,84000,60,0,367000,1,1
6037,5,0,1,12237,10095,31000,120,1,131000,1,1
6038,5,0,1,8837,1534,37000,120,1,498000,2,1
6039,5,0,1,3338,7954,63000,120,1,219000,2,1
6040,0,1,0,5885,5865,141000,60,0,249000,2,1
6041,2,1,0,3885,5271,92000,60,1,381000,0,1
6042,4,0,0,14920,1139,17000,120,1,243000,2,1
6043,5,1,0,16851,9139,125000,60,0,419000,2,0
6044,3,1,0,6798,4627,111000,240,1,327000,1,1
6045,3,1,1,5759,463,135000,60,0,304000,0,0
6046,3,0,1,8198,759,143000,60,0,197000,2,0
6047,1,1,1,11195,11096,102000,180,1,121000,1,1
6048,5,1,0,13817,9526,12000,180,1,105000,1,1
6049,4,1,1,9344,378,108000,240,0,303000,0,0
6050,3,1,0,260,6307,60000,240,0,484000,2,0
6051,5,1,0,9652,5423,80000,240,1,19000,2,1
6052,2,1,1,18018,13891,119000,240,1,200000,1,1
6053,0,1,1,16563,8052,29000,180,1,111000,2,1
6054,2,0,0,5704,7681,114000,60,1,90000,2,1
6055,1,1,0,17969,5501,129000,240,0,31000,2,1
6056,1,1,0,18673,1183,67000,60,0,135000,1,1
6057,4,1,1,1471,3146,137000,120,0,355000,1,0
6058,4,0,1,12797,5551,105000,240,0,219000,1,0
6059,4,1,1,1099,13338,49000,120,0,193000,1,0
6060,2,1,0,10421,11170,9000,60,1,408000,2,1
6061,5,0,1,8812,13949,103000,60,0,390000,2,0
6062,1,1,0,10547,7552,63000,120,1,115000,0,1
6063,4,0,1,3582,5199,39000,60,1,345000,1,1
6064,1,0,0,10687,13817,96000,240,1,315000,2,1
6065,0,1,1,11146,36,110000,240,0,185000,2,1
6066,1,1,0,14779,8794,6000,240,1,471000,1,1
6067,3,1,1,3402,8351,121000,240,1,443000,2,1
6068,3,1,0,2275,19812,117000,180,1,406000,0,0
6069,1,1,0,1131,1383,123000,120,0,146000,2,0
6070,3,1,1,1711,16249,44000,60,0,84000,2,1
6071,4,0,1,11635,14875,36000,240,0,365000,2,0
6072,2,1,1,1755,9880,96000,120,0,464000,1,1
6073,4,1,0,4068,9668,20000,60,1,161000,0,0
6074,0,0,0,11144,2986,108000,240,0,115000,2,1
6075,3,0,0,1728,17675,49000,60,1,457000,2,1
6076,2,0,1,10243,4573,8000,180,0,190000,2,1
6077,1,1,1,1775,12365,132000,120,1,155000,1,1
6078,0,0,0,19302,753,116000,180,1,399000,2,1
6079,4,1,0,19039,15884,14000,60,1,364000,1,1
6080,4,1,1,13374,3473,85000,60,1,341000,0,1
6081,4,0,1,1004,3304,112000,240,1,282000,2,1
6082,0,0,0,19148,260,26000,180,0,279000,0,0
6083,1,1,1,3840,4589,117000,120,1,360000,2,1
6084,2,0,0,9647,10404,57000,60,0,442000,0,0
6085,3,0,0,16123,4334,136000,60,1,446000,2,1
6086,4,1,1,1409,19630,55000,180,1,225000,2,1
6087,1,0,1,9046,8434,49000,180,1,442000,2,1
6088,3,1,1,18593,13594,90000,60,1,472000,0,1
6089,2,0,1,12964,3629,49000,180,1,187000,2,1
6090,1,0,0,6929,16269,34000,180,1,131000,1,1
6091,3,1,0,11417,12305,77000,180,1,121000,1,1
6092,5,0,1,2399,19085,42000,180,1,346000,0,0
6093,2,1,0,16303,18310,43000,180,0,353000,2,1
6094,4,1,0,969,10740,46000,60,0,470000,2,0
6095,3,1,1,6407,17591,68000,180,1,402000,2,1
6096,0,0,0,9949,6312,22000,60,0,286000,0,0
6097,4,1,0,12524,10319,55000,240,1,411000,2,1
6098,4,1,0,10367,3434,4000,60,1,130000,0,0
6099,1,1,1,11390,15524,139000,60,1,70000,0,1
6100,0,0,1,10030,2477,59000,60,1,231000,0,1
6101,4,1,1,10829,6162,102000,120,1,116000,0,1
6102,0,1,0,6023,11721,18000,240,1,72000,1,1
6103,5,0,0,3171,2699,133000,120,1,295000,0,0
6104,5,1,1,3563,13551,98000,120,0,400000,0,0
6105,0,0,1,6855,2668,31000,120,0,249000,2,1
6106,0,1,1,4415,4191,94000,180,0,392000,1,1
6107,3,0,1,11102,9843,10000,60,0,106000,1,0
6108,0,0,0,10546,8537,148000,120,0,86000,0,0
6109,0,0,1,17620,13231,124000,60,1,437000,1,1
6110,3,1,1,7652,14928,100000,120,1,367000,2,1
6111,0,0,0,8316,8920,88000,120,0,30000,1,0
6112,0,1,1,12165,2501,83000,180,1,258000,2,1
6113,1,1,1,3956,16225,146000,180,0,83000,1,1
6114,4,0,0,5498,5939,16000,60,0,478000,2,0
6115,2,0,1,268,12235,12000,60,0,416000,2,1
6116,5,0,0,9767,17958,132000,60,1,469000,2,1
6117,0,1,1,11943,2203,61000,180,0,152000,2,1
6118,2,1,0,5769,7921,25000,60,1,377000,1,1
6119,0,1,0,770,3885,86000,240,1,229000,0,1
6120,4,0,1,13026,8863,78000,180,1,454000,2,1
6121,3,0,1,9077,10506,39000,240,0,54000,0,0
6122,2,1,0,11770,7049,93000,120,0,105000,1,1
6123,5,0,1,2743,1528,15000,120,0,180000,2,0
6124,0,1,1,10948,10185,60000,180,0,92000,0,1
6125,1,1,1,1126,6353,40000,180,1,19000,0,1
6126,0,0,1,11518,6702,50000,120,0,483000,2,1
6127,5,1,0,10119,10935,96000,120,1,97000,2,1
6128,5,1,0,989,4561,27000,60,1,334000,2,1
6129,1,1,0,3722,9477,91000,120,0,276000,0,0
6130,3,0,1,5512,7975,44000,120,0,323000,2,0
6131,2,1,0,5714,4425,104000,120,1,55000,1,1
6132,2,1,1,18882,18359,61000,60,0,125000,1,1
6133,2,1,0,3571,15568,108000,240,1,318000,2,1
6134,1,0,0,7534,12366,60000,180,0,209000,0,0
6135,2,0,0,4092,9602,17000,180,1,171000,2,1
6136,3,0,1,5326,18224,14000,180,1,349000,1,1
6137,5,1,0,7606,335,13000,180,0,44000,1,0
6138,3,1,1,11692,13874,25000,60,0,331000,2,1
6139,1,1,1,7628,19369,20000,180,0,387000,0,1
6140,1,1,0,12924,15333,49000,120,0,48000,2,1
6141,2,0,1,12398,212,143000,60,0,174000,1,1
6142,4,1,0,3104,8181,9000,120,1,97000,2,1
6143,2,0,0,3728,3323,32000,240,0,32000,2,1
6144,3,0,0,13838,2899,140000,240,1,361000,2,1
6145,0,0,0,12120,4613,77000,240,1,88000,0,1
6146,3,1,1,367,12942,44000,180,1,319000,1,1
6147,5,0,1,11224,2567,70000,180,0,187000,1,0
6148,0,0,0,2153,3081,72000,60,0,330000,0,0
6149,0,0,0,7224,8219,48000,180,0,233000,2,1
6150,1,1,1,5503,17928,66000,120,0,255000,1,1
6151,3,1,1,9175,7152,74000,120,0,284000,0,0
6152,1,0,0,9718,10988,58000,180,1,30000,1,1
6153,4,0,0,7826,9731,20000,180,0,281000,0,0
6154,3,1,0,5242,7970,107000,240,1,285000,2,1
6155,0,1,0,4230,8462,117000,240,0,350000,0,0
6156,0,0,0,16706,11478,41000,60,1,140000,2,1
6157,1,0,1,16114,10656,27000,180,1,372000,0,1
6158,4,0,0,5778,2989,13000,240,1,305000,0,0
6159,4,0,0,2080,1005,62000,180,0,269000,0,0
6160,3,1,1,10111,275,48000,180,0,423000,1,0
6161,3,0,0,19621,11175,25000,120,0,352000,1,0
6162,3,1,1,9463,5745,96000,120,0,440000,0,0
6163,2,1,0,1318,10221,29000,120,0,324000,2,1
6164,1,0,0,13570,9411,145000,120,0,292000,1,0
6165,0,1,1,16285,17122,95000,240,1,446000,1,1
6166,2,0,1,13923,6216,141000,60,0,91000,1,1
6167,4,1,1,5852,6304,51000,180,1,43000,2,1
6168,0,1,1,2979,8859,128000,240,0,487000,1,1
6169,4,0,1,12529,11278,64000,120,1,62000,1,1
6170,0,1,0,783,3073,65000,240,1,267000,2,1
6171,0,1,1,10347,1903,69000,60,1,203000,2,1
6172,4,1,1,11743,163,24000,240,0,258000,2,1
6173,5,1,1,7131,1309,109000,240,1,275000,2,1
6174,2,0,0,10203,3487,42000,60,1,395000,2,1
6175,1,0,1,6365,3061,120000,60,1,92000,2,1
6176,4,1,1,5657,10105,135000,180,1,72000,0,1
6177,4,0,0,8569,10324,104000,120,1,292000,2,1
6178,4,0,1,8426,7255,105000,60,0,349000,1,0
6179,1,1,0,7076,18947,82000,240,1,290000,0,1
6180,4,1,1,10805,14221,73000,240,0,152000,0,0
6181,5,1,1,14316,18094,47000,60,0,6000,2,1
6182,4,1,0,18179,13109,109000,120,1,414000,1,1
6183,5,0,1,12212,8218,103000,60,0,41000,1,0
6184,3,1,0,28,18659,106000,120,0,371000,0,0
6185,3,0,1,3612,10871,100000,240,1,343000,0,0
6186,4,1,1,10577,5496,118000,60,1,465000,0,1
6187,1,1,0,4804,11412,18000,60,0,192000,1,1
6188,5,0,1,9467,6357,9000,240,0,98000,0,0
6189,2,0,0,12177,14642,85000,120,0,476000,0,0
6190,5,1,0,5411,16305,62000,180,1,472000,1,1
6191,3,0,1,4337,5499,43000,60,1,99000,2,1
6192,2,0,1,5540,12622,57000,60,0,133000,2,1
6193,2,0,1,5948,5460,81000,120,0,328000,1,1
6194,1,0,1,2317,5384,83000,240,0,259000,0,0
6195,0,0,1,9531,11696,30000,240,1,453000,1,1
6196,2,0,1,7979,12272,81000,180,1,53000,1,1
6197,0,0,0,9516,14727,35000,60,0,315000,0,0
6198,5,0,0,10950,10456,80000,60,0,3000,1,0
6199,0,1,0,7366,3750,61000,60,0,342000,0,0
6200,1,0,1,16074,19566,8000,120,1,375000,1,1
6201,2,1,1,5913,487,142000,120,1,8000,2,1
6202,3,1,0,1416,6446,102000,180,1,188000,0,0
6203,0,1,1,7449,3940,21000,60,1,74000,2,1
6204,2,0,1,12221,1843,26000,120,0,18000,0,0
6205,0,0,1,925,8136,123000,240,1,495000,1,1
6206,1,0,0,13267,11277,30000,240,1,259000,1,1
6207,1,1,1,6467,1255,47000,120,0,392000,0,1
6208,4,0,1,4039,5945,65000,240,0,397000,2,0
6209,1,0,0,1686,18831,108000,60,1,75000,1,1
6210,0,1,0,17963,4013,47000,120,1,37000,0,1
6211,4,1,0,1809,8349,39000,180,0,224000,1,0
6212,5,1,1,6731,17907,145000,240,0,411000,0,0
6213,3,1,1,1957,3924,3000,180,1,241000,1,1
6214,5,1,1,3285,6071,127000,240,0,26000,1,0
6215,2,0,0,18681,7915,144000,60,0,126000,2,1
6216,2,0,0,4468,8643,33000,120,1,194000,0,1
6217,0,1,1,1682,12647,125000,240,1,100000,0,1
6218,5,1,1,5693,9707,34000,240,0,95000,2,1
6219,1,1,0,851,5065,135000,240,0,184000,1,1
6220,4,1,1,9870,1829,102000,60,0,420000,1,0
6221,2,1,0,2149,18119,53000,240,0,279000,2,1
6222,4,1,1,1235,6971,148000,120,0,368000,1,0
6223,5,1,1,9786,192,45000,240,0,157000,1,0
6224,5,0,0,19115,6082,61000,240,0,429000,1,0
6225,5,1,1,17583,13228,51500,240,0,43000,0,0
6226,3,1,0,553,2989,42000,240,0,403000,2,0
6227,5,1,0,5296,18483,122000,120,0,96000,1,0
6228,5,1,1,12383,8894,124000,120,0,111000,1,0
6229,4,0,1,1887,8671,48000,180,0,82000,0,0
6230,2,1,0,13527,7581,78000,60,0,40000,1,1
6231,5,0,0,87,5427,29000,60,1,349000,0,0
6232,1,1,0,547,2539,7000,60,0,456000,1,1
6233,2,1,1,12269,7644,32000,60,1,128000,1,1
6234,2,1,0,8632,2264,1000,240,0,466000,0,0
6235,2,0,1,12440,8361,17000,120,0,404000,1,1
6236,3,0,1,15958,1107,135000,120,1,207000,0,0
6237,4,1,0,2035,8695,117000,240,1,242000,0,0
6238,4,1,1,4074,1762,6000,180,0,264000,1,0
6239,1,1,0,19584,14640,17000,180,1,156000,2,1
6240,3,1,0,3479,15858,94000,60,1,492000,0,0
6241,5,0,0,7311,4756,55000,120,1,434000,0,0
6242,3,0,1,882,16432,98000,120,0,198000,2,0
6243,4,0,1,4094,8600,59000,60,1,105000,2,1
6244,1,0,0,1164,9817,36000,60,0,271000,0,0
6245,1,1,1,9730,14190,96000,240,1,292000,2,1
6246,0,1,0,11157,5807,35000,240,1,183000,1,1
6247,2,0,1,999,17924,68000,60,0,10000,2,1
6248,1,0,1,8863,1325,63000,180,1,97000,1,1
6249,4,1,0,16436,4625,108000,120,1,261000,2,1
6250,0,0,0,13824,19836,115000,180,0,202000,2,1
6251,4,0,0,19602,492,88000,120,0,424000,1,0
6252,3,1,0,475,6822,32000,180,1,484000,2,1
6253,1,1,0,9710,4512,62000,60,1,150000,1,1
6254,2,0,1,7681,11690,83000,60,0,30000,0,0
6255,0,1,1,14940,15549,147000,120,1,161000,2,1
6256,1,1,1,13524,1520,99000,120,0,390000,0,1
6257,1,1,0,7486,17296,4000,240,0,149000,1,1
6258,3,1,0,9804,7199,127000,60,1,148000,1,1
6259,5,0,0,7173,2132,133000,180,0,331000,2,0
6260,0,1,0,2364,3149,125000,180,0,18000,0,0
6261,2,1,1,19478,10090,93000,240,1,293000,2,1
6262,3,1,1,183,7543,7000,180,0,218000,0,0
6263,4,0,1,10160,3975,149000,240,1,458000,0,0
6264,2,0,1,3183,4657,59000,60,0,22000,1,1
6265,0,1,0,3117,17741,86000,180,0,360000,1,1
6266,4,0,1,12158,12415,30000,120,1,322000,0,0
6267,3,0,1,13511,1660,1000,180,0,214000,1,0
6268,3,0,0,8168,4005,19000,120,0,126000,0,0
6269,3,1,0,7869,1833,112000,180,0,4000,1,0
6270,0,1,1,5248,12603,51000,120,1,138000,2,1
6271,3,0,0,3190,16336,26000,240,1,294000,2,1
6272,2,1,0,7625,8901,70000,240,0,127000,0,0
6273,0,0,0,6596,806,127000,60,1,16000,1,0
6274,1,0,1,11007,19649,108000,240,0,300000,2,1
6275,2,1,0,683,12209,52000,120,1,166000,0,1
6276,3,0,1,3415,16481,139000,180,1,477000,0,0
6277,2,1,1,835,8219,109000,180,0,395000,2,1
6278,2,0,1,15748,19388,42000,180,0,290000,0,0
6279,4,1,0,13500,11844,77000,240,1,318000,0,0
6280,3,1,1,6491,11776,8000,120,0,102000,2,1
6281,0,0,0,5890,19991,126000,180,0,184000,2,1
6282,5,1,1,121,13194,121000,180,1,198000,2,1
6283,2,0,0,19137,5152,145000,240,1,356000,1,1
6284,0,1,1,7459,2808,20000,60,1,245000,0,1
6285,0,0,1,2154,6396,8000,60,0,195000,2,1
6286,0,0,1,8334,10782,38000,60,0,145000,0,0
6287,4,1,0,5462,7344,67000,180,1,182000,0,0
6288,0,1,1,607,8951,109000,240,0,480000,2,1
6289,4,0,0,10537,11326,135000,120,1,254000,1,0
6290,2,1,0,13780,1342,144000,240,0,119000,1,1
6291,2,1,1,10106,10581,147000,180,1,81000,2,1
6292,5,0,0,13733,2526,38000,120,1,246000,2,1
6293,2,1,0,914,6505,138000,120,0,374000,0,0
6294,2,0,1,13061,18374,84000,180,1,401000,0,1
6295,2,1,1,1810,1186,36000,180,0,255000,1,1
6296,5,0,1,12685,5344,82000,60,0,481000,2,0
6297,3,1,1,2970,12152,91000,240,0,452000,1,0
6298,0,1,0,12570,2404,56000,240,1,359000,1,1
6299,3,1,1,9703,6719,102000,180,1,174000,0,1
6300,5,0,0,3221,5736,59000,120,1,189000,2,1
6301,5,1,0,8380,8319,107000,60,1,226000,2,1
6302,3,1,0,3027,6778,46000,60,0,226000,2,0
6303,3,1,0,11140,3079,130000,240,0,300000,2,0
6304,2,1,1,9278,17744,90000,180,0,460000,1,1
6305,5,1,1,9845,14370,73000,60,0,49000,1,0
6306,5,0,0,243,19647,1000,60,0,159000,2,0
6307,5,1,0,1945,4234,41000,60,1,57000,0,0
6308,2,1,1,19180,6347,118000,120,1,156000,2,1
6309,0,1,1,13161,8955,85000,120,0,168000,1,1
6310,2,1,1,161,15806,143000,180,0,438000,0,1
